Timestamp,Timestamp (Seconds),Algorithm,Num Samples,Experiment Type,Type Value,Packet Num,Is Handshake Packet,Num Connections,Num Successful Connections,Total Bytes,QUIC Bytes,Layers,Long Packet Type,Frame,Frame Type,Long/Short,Round Trip Type,
2021-11-16 15:02:41.906536,1637074961.906536,falcon512,10,delay,100ms,115,True,9,8,1242,1153 47,ETH IP UDP QUIC QUIC,Initial Handshake,ACK,ACK,long long
2021-11-16 15:02:41.907157,1637074961.907157,falcon512,10,delay,100ms,116,True,9,8,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:41.907460,1637074961.90746,falcon512,10,delay,100ms,117,True,9,8,277,188 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:42.008692,1637074962.008692,falcon512,10,delay,100ms,118,True,9,8,89,47,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:42.008694,1637074962.008694,falcon512,10,delay,100ms,119,False,9,8,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:42.009427,1637074962.009427,falcon512,10,delay,100ms,120,False,9,8,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:42.009735,1637074962.009735,falcon512,10,delay,100ms,121,False,9,8,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:42.110679,1637074962.110679,falcon512,10,delay,100ms,122,False,9,8,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:42.110684,1637074962.110684,falcon512,10,delay,100ms,123,False,9,8,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:43.149039,1637074963.149039,falcon512,10,delay,100ms,126,True,10,9,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:43.154304,1637074963.154304,falcon512,10,delay,100ms,127,True,10,9,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:43.154605,1637074963.154605,falcon512,10,delay,100ms,128,True,10,9,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:43.255543,1637074963.255543,falcon512,10,delay,100ms,129,True,10,9,1242,1200,ETH IP UDP QUIC,Initial,ACK,ACK,long
2021-11-16 15:02:43.255545,1637074963.255545,falcon512,10,delay,100ms,130,True,10,9,89,47,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:43.256205,1637074963.256205,falcon512,10,delay,100ms,131,True,10,9,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:43.256488,1637074963.256488,falcon512,10,delay,100ms,132,True,10,9,267,178 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:43.358604,1637074963.358604,falcon512,10,delay,100ms,133,False,10,9,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:43.359446,1637074963.359446,falcon512,10,delay,100ms,134,False,10,9,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:43.359734,1637074963.359734,falcon512,10,delay,100ms,135,False,10,9,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:43.460152,1637074963.460152,falcon512,10,delay,100ms,136,False,10,9,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:43.460156,1637074963.460156,falcon512,10,delay,100ms,137,False,10,9,72,30,ETH IP UDP QUIC,,,,short
